VERSION,MEDRO,RS,CPT_TOT,CPT_BAR,CPT_BARN,CPT_EVO,INDIC
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,COMICM,8,1,0,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,RA_OPX,8,0,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SISP15,32,3,1,6,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SUPICM,6,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,CAMPAG,112,7,1,14,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SECUET,7,0,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,AAIOPX,13,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,PENSIO,14,0,0,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SIM10R,16,2,1,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SISP10,32,3,1,6,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SUFPCO,10,0,0,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,COMIND,6,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,RA_FPX,8,0,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,AEXESC,10,1,0,0,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,FPAERO,14,0,0,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SIP10R,16,2,1,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SUPIND,6,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,AEXFPX,13,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,RA_COM,6,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SISM10,32,3,1,6,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,LOGDOM,7,0,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,APFOPF,13,1,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,COMPTE,38,4,1,7,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,ISSETR,32,2,0,6,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,RA_OPF,8,0,0,1,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,SIP15R,16,2,1,2,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,AEXEST,10,1,0,0,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,RA_SUP,6,1,0,1,0
07.18.01.a.r01,PFARS,PFARSN,49,2,0,10,1
07.18.01.a.r01,PFARS,PFARSD,60,4,0,18,1
07.18.01.a.r01,PFARS,COMPTE,2,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,LOGTOM,8,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,OPPOSI,4,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,LOGTOD,8,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,LOGDOM,8,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,COMPTE,3,0,0,0,0
07.00.00.a.r00,QUOTITE_SAISISSABLE,MICMIL,2,0,0,0,0
07.00.00.a.r00,Gestion_des_imputations_budg¿¿taires,FORMAT,10,0,0,0,0
07.20.00.c.r01,SUFE,SUFFIC,12,2,0,4,0
07.20.00.c.r01,SUFE,SUFARE,5,0,0,2,0
07.20.00.c.r01,SUFE,COMPTE,1,0,0,0,0
07.20.00.c.r01,SUFE,SUFAMI,6,0,0,2,0
07.11.01.a.r02,ELOI,DEPOMC,2,0,0,2,0
07.11.01.a.r02,ELOI,RA_EL1,14,0,0,13,1
07.11.01.a.r02,ELOI,ELOIST,5,0,0,1,1
07.11.01.a.r02,ELOI,SOLBAS,1,0,0,1,0
07.11.01.a.r02,ELOI,COMPTE,2,0,1,1,0
07.11.01.a.r02,ELOI,DEPOME,2,0,0,2,0
07.11.01.a.r02,ELOI,FORMAT,1,0,0,1,0
07.11.01.a.r02,ELOI,AAIELO,7,0,0,3,1
07.11.01.a.r02,ELOI,RA_EL2,3,1,0,1,1
07.00.00.a.r00,Centres_de_co¿¿t,SUFPCO,1,0,0,1,0
07.00.00.a.r00,Gestion_schema_comptable,COMPTE,5,0,0,1,0
07.00.00.a.r00,Gestion_schema_comptable,PSIESS,6,0,0,1,0
07.00.00.a.r00,CONGADM,COMICM,11,0,0,6,0
07.00.00.a.r00,CONGADM,RESETR,9,0,0,3,0
07.00.00.a.r00,CONGADM,SUPICM,11,0,0,6,0
07.00.00.a.r00,CONGADM,DIFFER,26,1,0,15,0
07.15.00.b.r01,PAJE,PAJADI,3,0,0,0,1
07.15.00.b.r01,PAJE,PAJABA,45,0,0,1,1
07.15.00.b.r01,PAJE,PAJINA,3,0,0,0,1
07.15.00.b.r01,PAJE,PAJADO,15,0,0,0,1
07.15.00.b.r01,PAJE,PAJNAI,22,0,0,0,1
07.15.00.b.r01,PAJE,PAJPAR,19,0,0,3,1
07.15.00.b.r01,PAJE,PAJABP,27,0,0,3,1
07.15.00.b.r01,PAJE,PAJAPI,6,0,0,3,1
07.15.00.b.r01,PAJE,PAJPAM,7,0,0,0,1
07.15.00.b.r01,PAJE,PAJPMI,3,0,0,0,1
07.15.00.b.r01,PAJE,COMPTE,3,0,1,0,0
07.15.00.b.r01,PAJE,FORMAT,35,0,0,0,0
07.15.00.b.r01,PAJE,PAJPAI,3,0,0,0,1
07.15.00.b.r01,PAJE,PAJABI,6,0,0,0,1
07.19.01.a.r01,ACMOBCONJ,ACMOCO,6,0,0,1,1
07.15.01.a.r01,ASANDIC,RASAND,11,0,0,0,1
07.15.01.a.r01,ASANDIC,COMPTE,1,0,0,0,0
07.15.01.a.r01,ASANDIC,FORMAT,2,0,0,0,0
07.15.01.a.r01,ASANDIC,ASANDI,63,0,0,0,1
07.11.00.d.r01,TRAJ,DETACH,4,4,0,0,0
07.11.00.d.r01,TRAJ,TRAJRB,34,2,0,12,1
07.00.00.a.r00,CRDS,SOLIEX,1,0,0,0,0
07.00.00.a.r00,CRDS,SOLIDA,1,0,0,0,0
07.00.00.a.r00,CRDS,COCASO,2,0,0,2,0
07.00.00.a.r00,CRDS,IRCVIE,1,0,0,0,0
07.16.01.a.r01,CSG,COSPSO,1,0,0,0,0
07.16.01.a.r01,CSG,RESPIN,1,0,0,0,0
07.16.01.a.r01,CSG,FORCON,1,0,0,0,0
07.16.01.a.r01,CSG,BETIND,1,0,0,0,0
07.16.01.a.r01,CSG,RESPON,1,0,0,0,0
07.16.01.a.r01,CSG,COCASO,1,0,0,1,0
07.16.01.a.r01,CSG,IRCVIE,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,CPSAUT,3,0,0,1,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,READET,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,MITTIC,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,SECUET,26,4,0,2,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,MITAMH,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,COSPSO,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,PENSIO,3,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,RESPIN,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,FORCON,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,SOLBAS,2,0,0,2,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,MITRAM,1,0,0,0,0
07.00.00.a.r00,GESTION_DES_COTISATIONS,MITSUC,1,0,0,0,0
07.19.00.c.r01,INSDOM,ELDOM3,39,0,0,8,1
07.19.00.c.r01,INSDOM,ELOIST,1,1,0,0,0
07.19.00.c.r01,INSDOM,MAJIC2,6,0,0,0,1
07.19.00.c.r01,INSDOM,MAJIE1,8,0,0,0,1
07.19.00.c.r01,INSDOM,RA_DOM,2,0,0,0,1
07.19.00.c.r01,INSDOM,CMCIDO,2,0,0,0,1
07.19.00.c.r01,INSDOM,MAJFE2,19,0,0,1,1
07.19.00.c.r01,INSDOM,MAJIC3,3,0,0,0,1
07.19.00.c.r01,INSDOM,MAJIE2,6,0,0,0,1
07.19.00.c.r01,INSDOM,MAJIE3,3,0,0,0,1
07.19.00.c.r01,INSDOM,SOLBAS,16,0,0,1,0
07.19.00.c.r01,INSDOM,CEPDOM,14,0,0,1,1
07.19.00.c.r01,INSDOM,CSGDDC,1,0,0,1,0
07.19.00.c.r01,INSDOM,DEPOEP,1,0,0,1,0
07.19.00.c.r01,INSDOM,ELIDO2,6,0,0,0,1
07.19.00.c.r01,INSDOM,MAJDOM,1,0,0,1,0
07.19.00.c.r01,INSDOM,MAJFE1,22,0,0,1,1
07.19.00.c.r01,INSDOM,MAJFE3,11,0,0,1,1
07.19.00.c.r01,INSDOM,CMCDOM,7,0,0,1,1
07.19.00.c.r01,INSDOM,ELDOM1,50,0,0,5,1
07.19.00.c.r01,INSDOM,DEPOME,1,0,0,1,0
07.19.00.c.r01,INSDOM,FORMAT,2,0,0,0,0
07.19.00.c.r01,INSDOM,MAJFC1,22,0,0,1,1
07.19.00.c.r01,INSDOM,MAJFC2,18,0,0,1,1
07.19.00.c.r01,INSDOM,MAJIND,1,0,0,1,0
07.19.00.c.r01,INSDOM,NBINDI,3,0,0,0,0
07.19.00.c.r01,INSDOM,ELOIRT,1,1,0,0,0
07.19.00.c.r01,INSDOM,CMEIDO,2,0,0,0,1
07.19.00.c.r01,INSDOM,CSGNDC,1,0,0,1,0
07.19.00.c.r01,INSDOM,CSGNIM,1,0,0,1,0
07.19.00.c.r01,INSDOM,ELIDO3,3,0,0,0,1
07.19.00.c.r01,INSDOM,MAJFC3,11,0,0,1,1
07.19.00.c.r01,INSDOM,MAJIC1,8,0,0,0,1
07.21.00.c.r01,ACMOBCONJ,FORMAT,4,0,0,0,0
07.21.00.c.r01,ACMOBCONJ,ACMOCO,11,0,0,1,1
07.21.00.c.r01,ACMOBCONJ,CSGNIM,2,0,0,1,0
07.00.00.a.r00,IMPOSITION,DEPOMC,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,ELDOM2,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,IDOMRT,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,PRESUF,4,0,1,1,0
07.00.00.a.r00,IMPOSITION,CMEDOM,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,ELDOM3,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,PRIOSC,1,0,0,0,0
07.00.00.a.r00,IMPOSITION,IPRMAJ,2,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFE2,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,CEPDOM,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,CSGDDC,7,0,0,4,0
07.00.00.a.r00,IMPOSITION,DEPOEP,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJDOM,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFE1,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFE3,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,RUAMET,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,CMCDOM,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,ELDOM1,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,IPRDIF,2,0,0,1,0
07.00.00.a.r00,IMPOSITION,COMPTE,1,0,0,0,0
07.00.00.a.r00,IMPOSITION,DEPOME,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFC1,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFC2,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJIND,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,PREASI,1,0,1,0,0
07.00.00.a.r00,IMPOSITION,CSGNDC,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,CSGNIM,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,MAJFC3,1,0,0,1,0
07.00.00.a.r00,IMPOSITION,PCHANG,1,0,0,0,0
07.00.00.a.r00,PLS,FORMAT,2,0,0,0,0
07.19.01.a.r01,COMICM,COMICM,145,2,0,14,1
07.19.01.a.r01,COMICM,RESETR,1,0,0,0,0
07.19.01.a.r01,COMICM,SUPICM,16,0,0,9,0
07.19.01.a.r01,COMICM,DETACH,4,0,0,2,0
07.19.01.a.r01,COMICM,ICMIND,3,0,0,0,0
07.19.01.a.r01,COMICM,COMIND,17,0,0,0,1
07.19.01.a.r01,COMICM,ICMILI,4,0,0,0,0
07.19.01.a.r01,COMICM,SUPIND,3,0,0,1,0
07.19.01.a.r01,COMICM,DIFFER,4,0,0,0,0
07.19.01.a.r01,COMICM,RA_COM,1,0,0,0,1
07.19.01.a.r01,COMICM,COMPTE,1,0,0,0,0
07.19.01.a.r01,COMICM,FORMAT,2,0,0,0,0
07.19.01.a.r01,SUPICM,COMICM,32,0,0,14,0
07.19.01.a.r01,SUPICM,RESETR,1,0,0,0,0
07.19.01.a.r01,SUPICM,SUPICM,116,1,0,9,1
07.19.01.a.r01,SUPICM,DETACH,4,0,0,2,0
07.19.01.a.r01,SUPICM,ICMIND,3,0,0,0,0
07.19.01.a.r01,SUPICM,COMIND,2,0,0,0,0
07.19.01.a.r01,SUPICM,ICMILI,4,0,0,0,0
07.19.01.a.r01,SUPICM,SUPIND,18,1,0,1,1
07.19.01.a.r01,SUPICM,DIFFER,4,0,0,0,0
07.19.01.a.r01,SUPICM,COMPTE,1,0,0,0,0
07.19.01.a.r01,SUPICM,FORMAT,2,0,0,0,0
07.19.01.a.r01,SUPICM,RA_SUP,1,0,0,0,1
07.00.00.a.r00,ISAPN,ISAPN2,13,0,0,0,0
07.00.00.a.r00,ISAPN,SOLBAS,3,0,0,0,0
07.00.00.a.r00,ISAPN,FPAERO,1,0,0,0,0
07.00.00.a.r00,ISAPN,ISAPN1,17,0,0,0,0
07.00.00.a.r00,ISAPN,FORMAT,2,0,0,0,0
07.00.00.a.r00,ISAPN,SERVIC,4,0,0,0,0
07.19.01.a.r01,MICM,MICMIL,1,0,0,1,1
07.20.01.a.r01,FISC,PE_PAS,1,1,0,0,0
07.20.01.a.r01,FISC,FISCET,90,10,1,12,1
07.20.01.a.r01,FISC,FORMAT,4,0,0,0,0
07.15.00.b.r01,PFASF,PFSFIN,1,0,0,0,1
07.15.00.b.r01,PFASF,PFRSFR,3,0,0,0,1
07.15.00.b.r01,PFASF,PFSFRE,2,0,0,0,1
07.15.00.b.r01,PFASF,PFASFR,4,0,0,0,1
07.15.00.b.r01,PFASF,PFASFA,3,0,0,0,1
07.15.00.b.r01,PFASF,COMPTE,6,0,0,0,0
07.15.00.b.r01,PFASF,FORMAT,2,0,0,0,0
07.15.00.b.r01,PFASF,PFSFRI,3,0,0,0,1
07.15.00.b.r01,PFASF,PFISFR,1,0,0,0,1
07.15.00.b.r01,PFASF,PFIRSF,3,0,0,0,1
07.20.00.a.r01,ASATUDE,RASATU,4,1,0,1,1
07.20.00.a.r01,ASATUDE,COMPTE,1,0,0,0,0
07.20.00.a.r01,ASATUDE,FORMAT,2,0,0,0,0
07.20.00.a.r01,ASATUDE,ASANDI,7,0,0,7,0
07.20.00.a.r01,ASATUDE,ASATUD,58,1,0,11,1
07.20.00.a.r01,PRCF,PRCFID,3,0,0,3,1
07.20.00.a.r01,PRCF,FORMAT,2,0,0,0,0
07.20.00.a.r01,PRCF,MARECH,1,0,0,1,0
07.00.00.a.r00,DEDU,FORMAT,2,0,0,0,0
07.20.00.a.r01,ENGA97,DETACH,3,0,0,1,0
07.20.00.a.r01,ENGA97,ENGAPS,17,0,0,0,1
07.20.00.a.r01,ENGA97,ENGAPI,24,0,0,3,1
07.20.00.a.r01,ENGA97,ENGAPA,9,0,0,0,1
07.20.00.a.r01,ENGA97,FORMAT,2,0,0,0,0
07.20.00.b.r01,MAJDOM,MAJDOM,113,0,6,0,1
07.20.00.b.r01,MAJDOM,COMPTE,2,0,0,0,0
07.20.00.b.r01,MAJDOM,FORMAT,4,0,0,0,0
07.20.00.b.r01,MAJDOM,MAJIND,14,0,1,0,1
07.00.00.a.r00,CONGFC,CAMPAG,1,0,0,0,0
07.00.00.a.r00,CONGFC,MAJDOM,1,0,0,0,0
07.00.00.a.r00,CONGFC,FORMAT,2,0,0,0,0
07.19.02.a.r01,ACMOBGEO,CSGDDC,1,0,0,1,0
07.19.02.a.r01,ACMOBGEO,CSGNDC,1,0,0,1,0
07.19.02.a.r01,ACMOBGEO,ABAIND,1,0,0,1,0
07.19.02.a.r01,COSP,MAJDOM,2,0,0,2,0
07.19.02.a.r01,IRCV,MAJDOM,2,0,0,2,0
07.20.00.c.r01,ICM,COETQU,3,0,0,1,0
07.20.00.c.r01,ICM,DETACH,1,0,0,0,0
07.20.00.c.r01,ICM,ICMIND,5,0,0,1,1
07.20.00.c.r01,ICM,ISATA1,1,0,0,0,0
07.20.00.c.r01,ICM,ICMILI,14,0,0,3,1
07.20.00.c.r01,ICM,ISAPN2,1,0,0,0,0
07.20.00.c.r01,ICM,SOLBAS,3,0,0,0,0
07.20.00.c.r01,ICM,MAJDOM,2,0,1,1,0
07.20.00.c.r01,ICM,ISAPN1,1,0,0,0,0
07.20.00.c.r01,ICM,COMPTE,3,0,0,0,0
07.20.00.c.r01,ICM,FORMAT,2,0,0,0,0
07.20.00.c.r01,ICM,ISATA2,1,0,0,0,0
07.20.00.c.r01,ICM,FPMILI,2,0,0,1,0
07.20.00.c.r01,ICM,IJSAE1,1,0,0,0,0
07.18.00.c.r01,FORFCONG,FORMCO,4,0,0,0,1
07.18.00.c.r01,FORFCONG,FORM02,4,0,0,0,1
07.18.00.c.r01,FORFCONG,FORP12,4,0,0,0,1
07.18.00.c.r01,FORFCONG,FORM12,3,0,0,0,1
07.18.00.c.r01,FORFCONG,FORMAT,2,0,0,0,0
07.20.00.c.r01,SUFE,RESMET,2,0,0,2,0
07.20.00.c.r01,ELOI,DEPOMC,1,0,0,1,0
07.20.00.c.r01,ELOI,RA_EL1,8,0,0,0,1
07.20.00.c.r01,ELOI,ELOIST,9,0,0,1,1
07.20.00.c.r01,ELOI,SOLBAS,9,1,0,4,0
07.20.00.c.r01,ELOI,DEPOME,1,0,0,0,0
07.20.00.c.r01,ELOI,FORMAT,2,0,0,0,0
07.20.00.c.r01,ELOI,AAIELO,5,0,0,0,1
07.20.00.c.r01,ELOI,RA_EL2,2,0,0,0,1
07.20.00.c.r01,DEPOM,FORMAT,2,0,0,0,0
07.19.01.a.r01,ICM,COETQU,3,0,0,1,0
07.19.01.a.r01,ICM,DETACH,1,0,0,0,0
07.19.01.a.r01,ICM,ICMIND,18,1,0,13,1
07.19.01.a.r01,ICM,ISATA1,1,0,0,0,0
07.19.01.a.r01,ICM,ICMILI,32,0,0,21,1
07.19.01.a.r01,ICM,ISAPN2,1,0,0,0,0
07.19.01.a.r01,ICM,MAJDOM,2,0,1,1,0
07.19.01.a.r01,ICM,ISAPN1,1,0,0,0,0
07.19.01.a.r01,ICM,COMPTE,2,1,0,0,0
07.19.01.a.r01,ICM,FORMAT,2,0,0,0,0
07.19.01.a.r01,ICM,ISATA2,1,0,0,0,0
07.19.01.a.r01,ICM,FPMILI,1,0,0,0,0
07.19.01.a.r01,ICM,IJSAE1,1,0,0,0,0
07.00.00.a.r00,MITHAS,SERVIC,4,0,0,0,0
07.20.00.r.r01,SUFA,SUFRED,1,0,0,0,1
07.20.00.r.r01,SUFA,SUFRIN,1,0,0,0,1
07.20.00.r.r01,SUFA,SUFARE,1,0,0,0,1
07.20.00.r.r01,SUFA,PRESUR,1,0,0,0,1
07.20.00.r.r01,SUFA,SUFAMI,1,0,0,0,1
07.20.00.r.r01,SUFA,SUFIND,1,0,0,0,1
07.20.00.r.r01,SUFA,SUINRD,1,0,0,0,1
07.19.00.c.r01,QAL54,QAGU54,11,0,0,0,1
07.19.00.c.r01,QAL54,QALI76,1,0,0,0,0
07.19.00.c.r01,QAL54,QATP54,7,0,0,0,1
07.19.00.c.r01,QAL54,SOLBAS,8,4,0,4,0
07.19.00.c.r01,QAL54,QRTP54,4,0,0,0,1
07.19.00.c.r01,QAL54,FORMAT,2,0,0,0,0
07.19.00.c.r01,QAL54,LANGET,1,0,0,0,0
07.19.00.c.r01,QAL54,QAHT54,7,0,0,0,1
07.19.00.c.r01,QAL54,QAOF54,14,0,0,4,1
07.21.00.b.r01,NBI,NBIIND,2,0,0,0,1
07.21.00.b.r01,NBI,SUNBIN,2,0,0,0,0
07.21.00.b.r01,NBI,SUINBD,2,0,0,0,0
07.21.00.b.r01,NBI,SUNBIR,2,0,0,0,0
07.21.00.b.r01,NBI,SUNBRI,2,0,0,0,0
07.21.00.b.r01,NBI,SUNBRD,2,0,0,0,0
07.21.00.b.r01,NBI,NBINDI,2,0,0,0,1
07.21.00.b.r01,NBI,SUFNBI,2,0,0,0,0
07.20.01.a.r02,FORM,FORMAT,30,0,2,10,1
07.20.01.a.r02,FORM,RECRUT,37,1,2,11,1
07.19.00.a.r01,PRIOSC,SOLBAS,1,0,0,0,0
